seccion_censal;cod_pos;cod_ine
2807910132;28024;28079
2807910133;28024;28079
2807910134;28024;28079
2807910135;28024;28079
2807910136;28024;28079
2807910137;28024;28079
2807910138;28024;28079
2807910139;28024;28079
2807910140;28024;28079
2807910142;28024;28079
2807910143;28024;28079
2807910144;28024;28079
2807910145;28024;28079
2807910146;28024;28079
2807910147;28024;28079
2807910148;28024;28079
2807910149;28024;28079
2807910150;28024;28079
2807910151;28024;28079
2807910152;28024;28079
2807910153;28011;28079
2807910153;28024;28079
2807910154;28024;28079
2807910156;28024;28079
2807910157;28024;28079
2807910158;28011;28079
2807910158;28024;28079
2807910159;28024;28079
2807910161;28024;28079
2807910162;28024;28079
2807910163;28024;28079
2807910164;28024;28079
2807910165;28024;28079
2807910167;28044;28079
2807910167;28024;28079
2807910168;28044;28079
2807910169;28044;28079
2807910170;28044;28079
2807910171;28044;28079
2807910172;28044;28079
2807910173;28044;28079
2807910174;28044;28079
2807910175;28044;28079
2807910176;28044;28079
2807910178;28044;28079
2807910179;28044;28079
2807910180;28044;28079
2807910181;28044;28079
2807910182;28044;28079
2807910183;28044;28079
2807910184;28044;28079
2807910185;28044;28079
2807910187;28044;28079
2807910188;28044;28079
2807910189;28044;28079
2807910190;28044;28079
2807910191;28044;28079
2807910192;28044;28079
2807910193;28044;28079
2807910194;28044;28079
2807910197;28044;28079
2807910198;28044;28079
2807910199;28044;28079
2807910201;28044;28079
2807910202;28044;28079
2807910203;28044;28079
2807910204;28044;28079
2807910205;28044;28079
2807910206;28011;28079
2807910207;28011;28079
2807910207;28024;28079
2807910209;28044;28079
2807910210;28044;28079
2807910211;28011;28079
2807910212;28011;28079
2807910213;28047;28079
2807910214;28044;28079
2807910215;28047;28079
2807910216;28024;28079
2807910216;28054;28079
2807910216;28044;28079
2807910217;28011;28079
2807910218;28011;28079
2807910219;28047;28079
2807910220;28054;28079
2807910221;28054;28079
2807910221;28024;28079
2807911001;28026;28079
2807911001;28019;28079
2807911002;28019;28079
2807911003;28019;28079
2807911004;28019;28079
2807911005;28019;28079
2807911006;28019;28079
2807911007;28019;28079
2807911010;28019;28079
2807911011;28019;28079
2807911012;28019;28079
2807911013;28019;28079
2807911015;28019;28079
2807911016;28019;28079
2807911017;28019;28079
2807911018;28019;28079
2807911019;28019;28079
2807911021;28019;28079
2807911022;28019;28079
2807911023;28019;28079
2807911024;28019;28079
2807911025;28019;28079
2807911026;28019;28079
2807911028;28019;28079
2807911029;28019;28079
2807911030;28019;28079
2807911031;28019;28079
2807911032;28019;28079
2807911033;28019;28079
2807911034;28019;28079
2807911035;28019;28079
2807911036;28019;28079
2807911037;28019;28079
2807911038;28019;28079
2807911039;28019;28079
2807911040;28019;28079
2807911041;28019;28079
2807911042;28019;28079
2807911043;28019;28079
2807911044;28019;28079
2807911045;28019;28079
2807911046;28019;28079
2807911047;28019;28079
2807911048;28019;28079
2807911049;28019;28079
2807911050;28019;28079
2807911051;28019;28079
2807911054;28019;28079
2807911055;28019;28079
2807911055;28047;28079
2807911056;28019;28079
2807911056;28047;28079
2807911057;28019;28079
2807911058;28019;28079
2807911059;28019;28079
2807911060;28019;28079
2807911061;28019;28079
2807911062;28019;28079
2807911063;28019;28079
2807911065;28019;28079
2807911066;28019;28079
2807911067;28019;28079
2807911067;28025;28079
2807911068;28019;28079
2807911068;28025;28079
2807911069;28019;28079
2807911069;28025;28079
2807911070;28019;28079
2807911071;28019;28079
2807911072;28019;28079
2807911073;28019;28079
2807911073;28047;28079
2807911074;28019;28079
2807911074;28025;28079
2807911074;28047;28079
2807911075;28019;28079
2807911078;28025;28079
2807911079;28025;28079
2807911080;28025;28079
2807911081;28025;28079
2807911081;28047;28079
2807911082;28025;28079
2807911083;28025;28079
2807911085;28025;28079
2807911085;28047;28079
2807911086;28025;28079
2807911087;28025;28079
2807911088;28025;28079
2807911089;28025;28079
2807911089;28047;28079
2807911091;28025;28079
2807911091;28047;28079
2807911092;28025;28079
2807911092;28047;28079
2807911093;28047;28079
2807911094;28047;28079
2807911095;28047;28079
2807911096;28047;28079
2807911097;28025;28079
2807911097;28047;28079
2807911098;28047;28079
2807911099;28047;28079
2807911100;28025;28079
2807911100;28047;28079
2807911101;28025;28079
2807911101;28047;28079
2807911102;28025;28079
2807911103;28025;28079
2807911104;28025;28079
2807911105;28025;28079
2807911106;28025;28079
2807911107;28025;28079
2807911108;28025;28079
2807911109;28025;28079
2807911110;28025;28079
2807911111;28025;28079
2807911112;28025;28079
2807911113;28019;28079
2807911113;28025;28079
2807911114;28025;28079
2807911115;28025;28079
2807911115;28019;28079
2807911116;28025;28079
2807911117;28025;28079
2807911118;28025;28079
2807911119;28025;28079
2807911120;28021;28079
2807911120;28025;28079
2807911121;28025;28079
2807911122;28025;28079
2807911123;28025;28079
2807911124;28025;28079
2807911125;28025;28079
2807911126;28025;28079
2807911128;28025;28079
2807911129;28025;28079
2807911130;28025;28079
2807911131;28025;28079
2807911132;28025;28079
2807911133;28025;28079
2807911134;28025;28079
2807911135;28025;28079
2807911136;28025;28079
2807911137;28044;28079
2807911137;28025;28079
2807911138;28044;28079
2807911139;28044;28079
2807911140;28044;28079
2807911141;28044;28079
2807911142;28044;28079
2807911143;28044;28079
2807911145;28044;28079
2807911146;28044;28079
2807911147;28044;28079
2807911148;28044;28079
2807911148;28054;28079
2807911149;28044;28079
2807911150;28044;28079
2807911151;28044;28079
2807911152;28044;28079
2807911153;28044;28079
2807911154;28044;28079
2807911155;28054;28079
2807911155;28044;28079
2807911156;28044;28079
2807911156;28025;28079
2807911156;28054;28079
2807911157;28025;28079
2807911158;28025;28079
2807911160;28025;28079
2807911161;28025;28079
2807911162;28025;28079
2807911163;28025;28079
2807911165;28025;28079
2807911167;28025;28079
2807911168;28025;28079
2807911169;28025;28079
2807911170;28025;28079
2807911171;28025;28079
2807911173;28025;28079
2807911174;28025;28079
2807911175;28025;28079
2807911175;28019;28079
2807911176;28025;28079
2807911176;28019;28079
2807911177;28025;28079
2807911178;28025;28079
2807911178;28019;28079
2807911179;28025;28079
2807911179;28047;28079
2807911180;28019;28079
2807911181;28019;28079
2807911182;28025;28079
2807911183;28025;28079
2807911184;28019;28079
2807911185;28025;28079
2807911186;28054;28079
2807911187;28054;28079
2807911188;28054;28079
2807911189;28054;28079
2807911189;28044;28079
2807911190;28054;28079
2807911191;28054;28079
2807911192;28054;28079
2807911193;28044;28079
2807911193;28054;28079
2807911194;28025;28079
2807911195;28019;28079
2807911196;28054;28079
2807911197;28054;28079
2807911198;28044;28079
2807911198;28054;28079
2807911198;28025;28079
2807912001;28041;28079
2807912002;28041;28079
2807912003;28041;28079
2807912005;28041;28079
2807912006;28041;28079
2807912007;28041;28079
2807912008;28041;28079
2807912009;28041;28079
2807912010;28041;28079
2807912011;28041;28079
2807912012;28041;28079
2807912013;28041;28079
2807912014;28041;28079
2807912015;28041;28079
2807912016;28041;28079
2807912018;28041;28079
2807912019;28041;28079
2807912020;28041;28079
2807912022;28041;28079
2807912023;28041;28079
2807912024;28041;28079
2807912027;28041;28079
2807912028;28041;28079
2807912029;28041;28079
2807912030;28041;28079
2807912031;28041;28079
2807912032;28041;28079
2807912033;28041;28079
2807912034;28041;28079
2807912037;28041;28079
2807912039;28026;28079
2807912041;28026;28079
2807912042;28026;28079
2807912043;28026;28079
2807912044;28026;28079
2807912045;28026;28079
2807912046;28026;28079
2807912047;28026;28079
2807912048;28026;28079
2807912049;28026;28079
2807912050;28026;28079
2807912051;28026;28079
2807912052;28034;28079
2807912052;28026;28079
2807912053;28026;28079
2807912054;28026;28079
2807912055;28026;28079
2807912056;28026;28079
2807912057;28026;28079
2807912059;28026;28079
2807912059;28021;28079
2807912061;28026;28079
2807912062;28026;28079
2807912064;28026;28079
2807912065;28026;28079
2807912066;28026;28079
2807912067;28026;28079
2807912069;28026;28079
2807912070;28026;28079
2807912071;28026;28079
2807912073;28026;28079
2807912074;28026;28079
2807912075;28026;28079
2807912077;28026;28079
2807912078;28026;28079
2807912079;28026;28079
2807912080;28026;28079
2807912081;28026;28079
2807912082;28026;28079
2807912083;28026;28079
2807912084;28026;28079
2807912086;28041;28079
2807912086;28026;28079
2807912087;28026;28079
2807912088;28026;28079
2807912089;28026;28079
2807912090;28026;28079
2807912091;28026;28079
2807912092;28026;28079
2807912093;28026;28079
2807912094;28026;28079
2807912096;28026;28079
2807912097;28026;28079
2807912098;28026;28079
2807912099;28041;28079
2807912100;28041;28079
2807912101;28041;28079
2807912102;28050;28079
2807912102;28041;28079
2807912103;28041;28079
2807912104;28041;28079
2807912104;28042;28079
2807912105;28041;28079
2807912106;28041;28079
2807912107;28026;28079
2807912108;28041;28079
2807912109;28041;28079
2807913002;28053;28079
2807913003;28053;28079
2807913004;28053;28079
2807913005;28053;28079
2807913006;28053;28079
2807913007;28053;28079
2807913008;28053;28079
2807913010;28018;28079
2807913010;28053;28079
2807913011;28053;28079
2807913012;28053;28079
2807913013;28053;28079
2807913014;28018;28079
2807913014;28021;28079
2807913014;28053;28079
2807913016;28053;28079
2807913017;28018;28079
2807913017;28053;28079
2807913018;28053;28079
2807913019;28053;28079
2807913021;28053;28079
2807913022;28053;28079
2807913023;28053;28079
2807913024;28053;28079
2807913026;28053;28079
2807913027;28053;28079
2807913028;28053;28079
2807913029;28053;28079
2807913030;28053;28079
2807913031;28053;28079
2807913032;28053;28079
2807913033;28053;28079
2807913034;28053;28079
2807913035;28018;28079
2807913035;28053;28079
2807913036;28053;28079
2807913037;28053;28079
2807913038;28053;28079
2807913039;28053;28079
2807913040;28053;28079
2807913041;28053;28079
2807913042;28053;28079
2807913042;28038;28079
2807913043;28053;28079
2807913043;28038;28079
2807913044;28053;28079
2807913045;28053;28079
2807913046;28053;28079
2807913047;28053;28079
2807913048;28053;28079
2807913049;28053;28079
2807913050;28053;28079
2807913052;28038;28079
2807913052;28053;28079
2807913053;28038;28079
2807913053;28053;28079
2807913054;28053;28079
2807913055;28053;28079
2807913056;28018;28079
2807913056;28053;28079
2807913057;28018;28079
2807913057;28053;28079
2807913058;28053;28079
2807913059;28053;28079
2807913060;28053;28079
2807913061;28018;28079
2807913061;28053;28079
2807913062;28018;28079
2807913063;28018;28079
2807913065;28018;28079
2807913066;28018;28079
2807913069;28018;28079
2807913074;28018;28079
2807913077;28018;28079
2807913078;28018;28079
2807913079;28053;28079
2807913079;28018;28079
2807913080;28053;28079
2807913083;28038;28079
2807913083;28053;28079
2807913083;28018;28079
2807913084;28038;28079
2807913084;28018;28079
2807913086;28018;28079
2807913086;28038;28079
2807913087;28018;28079
2807913088;28038;28079
2807913088;28018;28079
2807913089;28018;28079
2807913090;28018;28079
2807913091;28018;28079
2807913092;28018;28079
2807913094;28018;28079
2807913103;28018;28079
2807913104;28018;28079
2807913108;28018;28079
2807913109;28018;28079
2807913110;28018;28079
2807913111;28018;28079
2807913112;28018;28079
2807913114;28018;28079
2807913115;28018;28079
2807913116;28018;28079
2807913117;28018;28079
2807913118;28018;28079
2807913119;28018;28079
2807913120;28018;28079
2807913121;28018;28079
2807913122;28018;28079
2807913123;28018;28079
2807913124;28018;28079
2807913125;28018;28079
2807913126;28018;28079
2807913127;28031;28079
2807913128;28031;28079
2807913128;28032;28079
2807913128;28051;28079
2807913128;28038;28079
2807913129;28038;28079
2807913131;28038;28079
2807913132;28038;28079
2807913133;28038;28079
2807913134;28038;28079
2807913135;28038;28079
2807913136;28038;28079
2807913137;28038;28079
2807913138;28038;28079
2807913139;28038;28079
2807913140;28038;28079
2807913142;28038;28079
2807913143;28038;28079
2807913144;28038;28079
2807913145;28038;28079
2807913146;28038;28079
2807913147;28038;28079
2807913148;28018;28079
2807913148;28038;28079
2807913150;28018;28079
2807913153;28018;28079
2807913154;28018;28079
2807913154;28038;28079
2807913155;28018;28079
2807913156;28018;28079
2807913156;28038;28079
2807913157;28038;28079
2807913158;28038;28079
2807913160;28038;28079
2807913161;28038;28079
2807913162;28038;28079
2807913163;28038;28079
2807913164;28038;28079
2807913166;28038;28079
2807913168;28038;28079
2807913169;28038;28079
2807913170;28038;28079
2807913171;28038;28079
2807913172;28038;28079
2807913173;28038;28079
2807913174;28038;28079
2807913175;28038;28079
2807913176;28038;28079
2807913177;28038;28079
2807913178;28038;28079
2807913179;28038;28079
2807913180;28038;28079
2807913181;28038;28079
2807913182;28038;28079
2807913183;28038;28079
2807913184;28038;28079
2807913185;28038;28079
2807913186;28038;28079
2807913187;28038;28079
2807913189;28038;28079
2807913190;28038;28079
2807913191;28038;28079
2807913192;28038;28079
2807913193;28038;28079
2807913194;28038;28079
2807913195;28038;28079
2807913196;28038;28079
2807913197;28038;28079
2807913198;28038;28079
2807913199;28038;28079
2807913200;28018;28079
2807913201;28038;28079
2807913202;28038;28079
2807913203;28018;28079
2807913204;28018;28079
2807913205;28018;28079
2807913206;28018;28079
2807913206;28053;28079
2807913207;28018;28079
2807913208;28018;28079
2807913209;28018;28079
2807913210;28018;28079
2807913211;28018;28079
2807913212;28038;28079
2807913213;28018;28079
2807913214;28018;28079
2807913215;28018;28079
2807913216;28031;28079
2807913217;28038;28079
2807914002;28030;28079
2807914003;28030;28079
2807914004;28030;28079
2807914005;28030;28079
2807914006;28030;28079
2807914010;28030;28079
2807914012;28030;28079
2807914013;28030;28079
2807914014;28030;28079
2807914015;28030;28079
2807914016;28030;28079
2807914017;28030;28079
2807914018;28030;28079
2807914019;28030;28079
2807914020;28030;28079
2807914021;28030;28079
2807914022;28030;28079
2807914024;28030;28079
2807914025;28030;28079
2807914026;28030;28079
2807914027;28030;28079
2807914028;28030;28079
2807914029;28030;28079
2807914030;28030;28079
2807914031;28030;28079
2807914032;28030;28079
2807914033;28030;28079
2807914034;28030;28079
2807914035;28030;28079
2807914036;28030;28079
2807914037;28030;28079
2807914038;28030;28079
2807914039;28030;28079
2807914040;28030;28079
2807914041;28030;28079
2807914042;28030;28079
2807914043;28030;28079
2807914044;28030;28079
2807914045;28030;28079
2807914046;28030;28079
2807914047;28030;28079
2807914048;28030;28079
2807914049;28030;28079
2807914050;28030;28079
2807914051;28030;28079
2807914052;28030;28079
2807914053;28030;28079
2807914054;28030;28079
2807914055;28030;28079
2807914056;28030;28079
2807914057;28030;28079
2807914058;28030;28079
2807914059;28030;28079
2807914060;28030;28079
2807914061;28030;28079
2807914062;28030;28079
2807914063;28030;28079
2807914064;28030;28079
2807914065;28030;28079
2807914066;28030;28079
2807914067;28030;28079
2807914068;28030;28079
2807914069;28030;28079
2807914070;28030;28079
2807914071;28030;28079
2807914072;28030;28079
2807914073;28030;28079
2807914074;28030;28079
2807914075;28030;28079
2807914076;28030;28079
2807914077;28030;28079
2807914079;28030;28079
2807914080;28030;28079
2807914081;28030;28079
2807914082;28030;28079
2807914083;28030;28079
2807914084;28030;28079
2807914085;28030;28079
2807914086;28030;28079
2807914087;28030;28079
2807914088;28030;28079
2807914089;28030;28079
2807914090;28030;28079
2807914091;28030;28079
2807914092;28030;28079
2807914093;28030;28079
2807914094;28030;28079
2807914095;28030;28079
2807915001;28017;28079
2807915002;28017;28079
2807915003;28017;28079
2807915005;28017;28079
2807915006;28017;28079
2807915008;28017;28079
2807915009;28017;28079
2807915010;28017;28079
2807915011;28017;28079
2807915012;28017;28079
2807915013;28017;28079
2807915014;28017;28079
2807915015;28017;28079
2807915016;28017;28079
2807915017;28017;28079
2807915018;28017;28079
2807915019;28017;28079
2807915020;28017;28079
2807915021;28017;28079
2807915022;28017;28079
2807915023;28017;28079
2807915024;28017;28079
2807915025;28017;28079
2807915026;28017;28079
2807915027;28017;28079
2807915028;28017;28079
2807915029;28017;28079
2807915030;28017;28079
2807915031;28017;28079
2807915032;28017;28079
2807915033;28027;28079
2807915033;28017;28079
2807915034;28027;28079
2807915034;28017;28079
2807915035;28017;28079
2807915036;28027;28079
2807915036;28017;28079
2807915037;28017;28079
2807915037;28027;28079
2807915038;28017;28079
2807915039;28027;28079
2807915039;28017;28079
2807915040;28027;28079
2807915040;28017;28079
2807915041;28017;28079
2807915042;28017;28079
2807915043;28017;28079
2807915044;28027;28079
2807915044;28017;28079
2807915045;28027;28079
2807915045;28017;28079
2807915046;28027;28079
2807915046;28017;28079
2807915047;28027;28079
2807915047;28017;28079
2807915048;28027;28079
2807915048;28017;28079
2807915049;28017;28079
2807915050;28017;28079
2807915051;28017;28079
2807915052;28017;28079
2807915053;28017;28079
2807915054;28017;28079
2807915056;28017;28079
2807915057;28017;28079
2807915058;28017;28079
2807915059;28017;28079
2807915060;28017;28079
2807915061;28017;28079
2807915062;28017;28079
2807915065;28017;28079
2807915065;28037;28079
2807915066;28017;28079
2807915067;28037;28079
2807915067;28017;28079
2807915068;28017;28079
2807915068;28037;28079
2807915069;28032;28079
2807915070;28017;28079
2807915071;28017;28079
2807915073;28037;28079
2807915073;28017;28079
2807915074;28017;28079
2807915075;28017;28079
2807915076;28017;28079
2807915077;28017;28079
2807915078;28017;28079
2807915079;28017;28079
2807915080;28037;28079
2807915080;28017;28079
2807915081;28017;28079
2807915082;28017;28079
2807915082;28037;28079
2807915083;28017;28079
2807915084;28017;28079
2807915085;28017;28079
2807915086;28027;28079
2807915086;28017;28079
2807915087;28017;28079
2807915088;28017;28079
2807915089;28027;28079
2807915089;28017;28079
2807915090;28027;28079
2807915090;28017;28079
2807915090;28037;28079
2807915092;28027;28079
2807915093;28027;28079
2807915094;28027;28079
2807915095;28027;28079
2807915096;28027;28079
2807915097;28027;28079
2807915098;28027;28079
2807915099;28027;28079
2807915100;28027;28079
2807915101;28027;28079
2807915102;28027;28079
2807915103;28027;28079
2807915104;28027;28079
2807915105;28027;28079
2807915106;28027;28079
2807915108;28027;28079
2807915109;28027;28079
2807915110;28027;28079
2807915111;28027;28079
2807915112;28027;28079
2807915113;28027;28079
2807915114;28027;28079
2807915115;28027;28079
2807915116;28027;28079
2807915117;28027;28079
2807915118;28027;28079
2807915119;28027;28079
2807915120;28027;28079
2807915121;28027;28079
2807915122;28027;28079
2807915123;28027;28079
2807915124;28027;28079
2807915125;28027;28079
2807915126;28027;28079
2807915127;28027;28079
2807915128;28027;28079
2807915129;28027;28079
2807915130;28027;28079
2807915131;28027;28079
2807915132;28027;28079
2807915133;28027;28079
2807915134;28027;28079
2807915135;28027;28079
2807915136;28027;28079
2807915138;28027;28079
2807915140;28027;28079
2807915141;28027;28079
2807915142;28027;28079
2807915143;28027;28079
2807915144;28027;28079
2807915145;28027;28079
2807915146;28027;28079
2807915147;28027;28079
2807915148;28043;28079
2807915149;28043;28079
2807915150;28043;28079
2807915151;28043;28079
2807915153;28043;28079
2807915154;28043;28079
2807915155;28043;28079
2807915156;28043;28079
2807915157;28043;28079
2807915158;28043;28079
2807915158;28033;28079
2807915159;28033;28079
2807915160;28033;28079
2807915161;28033;28079
2807915162;28033;28079
2807915163;28033;28079
2807915164;28033;28079
2807915165;28033;28079
2807915166;28033;28079
2807915167;28033;28079
2807915168;28033;28079
2807915170;28033;28079
2807915171;28033;28079
2807915172;28033;28079
2807915173;28033;28079
2807915174;28043;28079
2807915175;28043;28079
2807915176;28033;28079
2807915177;28037;28079
2807915177;28017;28079
2807915178;28043;28079
2807915179;28037;28079
2807915179;28017;28079
2807915180;28043;28079
2807915181;28017;28079
2807915182;28033;28079
2807916001;28042;28079
2807916002;28042;28079
2807916003;28043;28079
2807916004;28043;28079
2807916005;28043;28079
2807916006;28043;28079
2807916007;28043;28079
2807916007;28033;28079
2807916008;28043;28079
2807916009;28043;28079
2807916011;28043;28079
2807916012;28043;28079
2807916013;28043;28079
2807916014;28043;28079
2807916015;28043;28079
2807916016;28043;28079
2807916017;28043;28079
2807916018;28043;28079
2807916019;28043;28079
2807916020;28043;28079
2807916021;28043;28079
2807916022;28043;28079
2807916024;28043;28079
2807916025;28043;28079
2807916026;28043;28079
2807916027;28043;28079
2807916028;28043;28079
2807916029;28043;28079
2807916030;28043;28079
2807916031;28043;28079
2807916032;28043;28079
2807916033;28043;28079
2807916034;28043;28079
2807916035;28043;28079
2807916035;28033;28079
2807916036;28033;28079
2807916037;28033;28079
2807916037;28043;28079
2807916038;28033;28079
2807916038;28043;28079
2807916039;28033;28079
2807916039;28043;28079
2807916040;28033;28079
2807916041;28033;28079
2807916041;28043;28079
2807916042;28043;28079
2807916043;28043;28079
2807916044;28043;28079
2807916045;28043;28079
2807916046;28043;28079
2807916047;28043;28079
2807916048;28033;28079
2807916048;28043;28079
2807916049;28033;28079
2807916050;28033;28079
2807916051;28033;28079
2807916052;28033;28079
2807916053;28033;28079
2807916054;28033;28079
2807916055;28033;28079
2807916056;28033;28079
2807916057;28033;28079
2807916058;28033;28079
2807916059;28033;28079
2807916060;28033;28079
2807916061;28033;28079
2807916063;28033;28079
2807916064;28033;28079
2807916065;28033;28079
2807916066;28033;28079
2807916067;28033;28079
2807916069;28033;28079
2807916070;28033;28079
2807916071;28003;28079
2807916071;28033;28079
2807916072;28033;28079
2807916073;28033;28079
2807916074;28033;28079
2807916075;28033;28079
2807916076;28033;28079
2807916077;28033;28079
2807916078;28033;28079
2807916079;28033;28079
2807916080;28033;28079
2807916081;28033;28079
2807916082;28033;28079
2807916083;28033;28079
2807916085;28033;28079
2807916086;28033;28079
2807916087;28033;28079
2807916088;28033;28079
2807916089;28033;28079
2807916090;28033;28079
2807916091;28050;28079
2807916091;28055;28079
2807916092;28050;28079
2807916093;28050;28079
2807916096;28033;28079
2807916096;28050;28079
2807916096;28055;28079
2807916097;28033;28079
2807916098;28043;28079
2807916099;28050;28079
2807916100;28043;28079
2807916101;28043;28079
2807916102;28043;28079
2807916103;28043;28079
2807916104;28043;28079
2807916105;28042;28079
2807916106;28050;28079
2807916107;28033;28079
2807916107;28050;28079
2807916107;28055;28079
2807916108;28050;28079
2807916109;28033;28079
2807916109;28050;28079
2807916110;28050;28079
2807916111;28050;28079
2807916112;28050;28079
2807916113;28043;28079
2807916114;28050;28079
2807916115;28050;28079
2807916116;28050;28079
2807916117;28050;28079
2807916118;28050;28079
2807916119;28050;28079
2807916120;28050;28079
2807916121;28042;28079
2807916122;28050;28079
2807916123;28050;28079
2807916123;28055;28079
2807916124;28055;28079
2807916125;28050;28079
2807916126;28050;28079
2807916126;28055;28079
2807916127;28050;28079
2807916128;28050;28079
2807916128;28055;28079
2807916129;28055;28079
2807917002;28021;28079
2807917003;28021;28079
2807917004;28021;28079
2807917006;28021;28079
2807917007;28021;28079
2807917008;28021;28079
2807917009;28021;28079
2807917010;28021;28079
2807917011;28021;28079
2807917012;28021;28079
2807917013;28021;28079
2807917014;28021;28079
2807917015;28021;28079
2807917016;28021;28079
2807917017;28021;28079
2807917018;28021;28079
2807917019;28021;28079
2807917020;28021;28079
2807917021;28021;28079
2807917021;28041;28079
2807917022;28021;28079
2807917023;28021;28079
2807917024;28021;28079
2807917025;28021;28079
2807917026;28021;28079
2807917027;28021;28079
2807917028;28021;28079
2807917029;28021;28079
2807917031;28021;28079
2807917032;28021;28079
2807917033;28021;28079
2807917035;28021;28079
2807917036;28021;28079
2807917037;28021;28079
2807917038;28021;28079
2807917039;28021;28079
2807917041;28041;28079
2807917041;28021;28079
2807917042;28021;28079
2807917043;28021;28079
2807917045;28021;28079
2807917046;28021;28079
2807917047;28021;28079
2807917048;28021;28079
2807917048;28041;28079
2807917049;28041;28079
2807917050;28041;28079
2807917051;28041;28079
2807917052;28041;28079
2807917053;28041;28079
2807917054;28041;28079
2807917055;28021;28079
2807917057;28021;28079
2807917058;28021;28079
2807917059;28021;28079
2807917060;28021;28079
2807917061;28021;28079
2807917062;28021;28079
2807917063;28021;28079
2807917064;28021;28079
2807917065;28021;28079
2807917066;28021;28079
2807917068;28021;28079
2807917068;28041;28079
2807917069;28021;28079
2807917069;28041;28079
2807917070;28041;28079
2807917071;28041;28079
2807917072;28041;28079
2807917073;28041;28079
2807917074;28041;28079
2807917075;28041;28079
2807917076;28041;28079
2807917078;28041;28079
2807917079;28041;28079
2807917080;28041;28079
2807917082;28041;28079
2807917083;28041;28079
2807917084;28041;28079
2807917085;28041;28079
2807917086;28041;28079
2807917087;28041;28079
2807917089;28041;28079
2807917090;28041;28079
2807917091;28041;28079
2807917092;28041;28079
2807917093;28041;28079
2807917094;28041;28079
2807917095;28041;28079
2807917096;28041;28079
2807917097;28021;28079
2807917097;28041;28079
2807917098;28021;28079
2807917099;28021;28079
2807917100;28021;28079
2807917101;28021;28079
2807917102;28041;28079
2807917103;28021;28079
2807917103;28041;28079
2807917104;28041;28079
2807917105;28041;28079
2807917106;28021;28079
2807917106;28041;28079
2807917107;28021;28079
2807917108;28021;28079
2807917109;28021;28079
2807917110;28021;28079
2807917111;28021;28079
2807917112;28021;28079
2807917113;28021;28079
2807917113;28041;28079
2807917114;28021;28079
2807917115;28021;28079
2807917116;28041;28079
2807918002;28041;28079
2807918002;28051;28079
2807918002;28031;28079
2807918002;28053;28079
2807918003;28031;28079
2807918004;28031;28079
2807918005;28031;28079
2807918006;28031;28079
2807918007;28031;28079
2807918008;28031;28079
2807918009;28031;28079
2807918010;28031;28079
2807918011;28031;28079
2807918012;28031;28079
2807918013;28031;28079
2807918014;28031;28079
2807918015;28031;28079
2807918016;28031;28079
2807918017;28031;28079
2807918018;28031;28079
2807918019;28031;28079
2807918020;28031;28079
2807918021;28031;28079
2807918022;28031;28079
2807918023;28031;28079
2807918024;28031;28079
2807918025;28051;28079
2807918025;28031;28079
2807918026;28031;28079
2807918027;28031;28079
2807918027;28032;28079
2807918027;28046;28079
2807918028;28031;28079
2807918029;28031;28079
2807918030;28031;28079
2807918031;28031;28079
2807918032;28031;28079
2807918033;28031;28079
2807918034;28031;28079
2807918035;28031;28079
2807918036;28031;28079
2807918037;28031;28079
2807918038;28031;28079
2807918039;28031;28079
2807918040;28031;28079
2807918041;28031;28079
2807918042;28031;28079
2807918043;28031;28079
2807918044;28031;28079
2807918045;28051;28079
2807918045;28049;28079
2807918045;28031;28079
2807918046;28041;28079
2807918046;28031;28079
2807918046;28051;28079
2807918046;28018;28079
2807918047;28051;28079
2807918048;28031;28079
2807918049;28051;28079
2807918049;28031;28079
2807918050;28031;28079
2807918051;28051;28079
2807918052;28051;28079
2807918053;28051;28079
2807918054;28051;28079
2807918055;28051;28079
2807918056;28051;28079
2807918057;28051;28079
2807918058;28051;28079
2807918059;28031;28079
2807918060;28051;28079
2807918061;28051;28079
2807918062;28051;28079
2807918063;28051;28079
2807918064;28051;28079
2807918065;28031;28079
2807918066;28051;28079
2807918067;28051;28079
2807918068;28051;28079
2807919001;28022;28079
2807919001;28052;28079
2807919001;28051;28079
2807919001;28053;28079
2807919001;28032;28079
2807919001;28011;28079
2807919002;28032;28079
2807919003;28032;28079
2807919004;28032;28079
2807919005;28032;28079
2807919006;28032;28079
2807919007;28032;28079
2807919008;28032;28079
2807919009;28032;28079
2807919011;28032;28079
2807919012;28032;28079
2807919014;28032;28079
2807919015;28032;28079
2807919016;28032;28079
2807919018;28032;28079
2807919019;28032;28079
2807919020;28032;28079
2807919021;28032;28079
2807919022;28032;28079
2807919023;28032;28079
2807919024;28032;28079
2807919025;28032;28079
2807919026;28032;28079
2807919027;28032;28079
2807919028;28032;28079
2807919029;28032;28079
2807919032;28032;28079
2807919033;28032;28079
2807919034;28032;28079
2807919035;28032;28079
2807919036;28032;28079
2807919037;28032;28079
2807919038;28032;28079
2807919039;28032;28079
2807919040;28032;28079
2807919041;28032;28079
2807919042;28032;28079
2807919043;28032;28079
2807919044;28032;28079
2807919045;28032;28079
2807919045;28052;28079
2807919046;28032;28079
2807919047;28032;28079
2807919048;28032;28079
2807919049;28032;28079
2807919050;28032;28079
2807919051;28032;28079
2807919052;28052;28079
2807920001;28037;28079
2807920001;28027;28079
2807920002;28022;28079
2807920002;28037;28079
2807920003;28037;28079
