seccion_censal;cod_pos;cod_ine
0605101002;06660;06051
0605201001;06240;06052
0605202001;06240;06052
0605203001;06240;06052
0605203002;06240;06052
0605301001;06980;06053
0605401001;06360;06054
0605401002;06360;06054
0605401003;06360;06054
0605402001;06360;06054
0605402002;06360;06054
0605501001;06280;06055
0605502001;06280;06055
0605502002;06280;06055
0605601001;06690;06056
0605701001;06656;06057
0605801001;06870;06058
0605801002;06870;06058
0605901001;06910;06059
0605901002;06910;06059
0605901003;06910;06059
0606001001;06470;06060
0606001002;06470;06060
0606002001;06470;06060
0606002002;06470;06060
0606003001;06470;06060
0606003001;06410;06060
0606101001;06714;06061
0606101001;06174;06061
0606201001;06692;06062
0606201001;13110;06062
0606301001;06670;06063
0606302001;06670;06063
0606303001;06670;06063
0606303001;06679;06063
0606401001;06441;06064
0606501001;06445;06065
0606601001;06132;06066
0606601002;06132;06066
0606701001;06350;06067
0606701002;06350;06067
0606701003;06350;06067
0606801001;06226;06068
0606901001;06228;06069
0606901002;06228;06069
0606901003;06228;06069
0607001001;06380;06070
0607001002;06380;06070
0607002001;06380;06070
0607002002;06380;06070
0607003001;06380;06070
0607004001;06380;06070
0607005001;06389;06070
0607005001;06380;06070
0607101001;06391;06071
0607201001;06498;06072
0607201002;06498;06072
0607201002;06187;06072
0607301001;06227;06073
0607401001;06900;06074
0607401002;06900;06074
0607402001;06900;06074
0607403001;06900;06074
0607501001;06468;06075
0607601001;06939;06076
0607701001;06928;06077
0607801001;06440;06078
0607901001;06478;06079
0608001001;06411;06080
0608001002;06411;06080
0608101001;06320;06081
0608201001;06413;06082
0608201001;06431;06082
0608301001;06800;06083
0608301003;06800;06083
0608301004;06800;06083
0608301005;06800;06083
0608301007;06800;06083
0608301008;06800;06083
0608302001;06800;06083
0608302002;06800;06083
0608302003;06800;06083
0608302004;06800;06083
0608302005;06800;06083
0608303001;06800;06083
0608303002;06800;06083
0608303003;06800;06083
0608303004;06800;06083
0608303005;06800;06083
0608303006;06800;06083
0608303007;06800;06083
0608303009;06800;06083
0608303010;06800;06083
0608304001;06800;06083
0608304002;06800;06083
0608304005;06800;06083
0608304006;06800;06083
0608304007;06800;06083
0608304008;06800;06083
0608304009;06800;06083
0608304010;06800;06083
0608304011;06800;06083
0608304012;06800;06083
0608304013;06800;06083
0608305001;06800;06083
0608306001;06800;06083
0608306002;06800;06083
0608306003;06800;06083
0608306004;06800;06083
0608306005;06800;06083
0608306006;06800;06083
0608306007;06800;06083
0608306008;06800;06083
0608306009;06800;06083
0608401001;06891;06084
0608501001;06260;06085
0608501002;06260;06085
0608502001;06260;06085
0608502002;06260;06085
0608601001;06291;06086
0608601002;06907;06086
0608601002;06908;06086
0608701001;06427;06087
0608701002;06427;06087
0608702001;06427;06087
0608801001;06480;06088
0608801002;06480;06088
0608801004;06480;06088
0608801004;06499;06088
0608801005;06480;06088
0608802001;06480;06088
0608802002;06480;06088
0608802004;06489;06088
0608802004;06480;06088
0608803001;06480;06088
0608803002;06480;06088
0608804001;06480;06088
0608804002;06480;06088
0608901001;06176;06089
0609001001;06486;06090
0609101001;06760;06091
0609101002;06760;06091
0609102001;06760;06091
0609102002;06760;06091
0609102002;06730;06091
0609102002;06731;06091
0609201001;06173;06092
0609301001;06120;06093
0609301002;06120;06093
0609302001;06120;06093
0609302002;06120;06093
0609303001;06120;06093
0609401001;06475;06094
0609402001;06475;06094
0609501001;06100;06095
0609501002;06100;06095
0609501002;06109;06095
0609501003;06100;06095
0609501004;06100;06095
0609501004;06107;06095
0609501005;06100;06095
0609501005;06400;06095
0609501007;06100;06095
0609501007;06106;06095
0609501007;06108;06095
0609501008;06100;06095
0609501008;06108;06095
0609501009;06100;06095
0609601001;06750;06096
0609701001;06740;06097
0609701002;06740;06097
0609801001;06476;06098
0609901001;06176;06099
0609901001;06175;06099
0610001001;06610;06100
0610101001;06919;06101
0610201001;06630;06102
0610301001;06490;06103
0610301002;06490;06103
0610302001;06490;06103
0610302002;06490;06103
0610401001;06477;06104
0610501001;06906;06105
0610601001;06229;06106
0610701001;06191;06107
0610701002;06191;06107
0610801001;06310;06108
0610801002;06310;06108
0610801002;06392;06108
0610901001;06450;06109
0610901002;06450;06109
0610901003;06450;06109
0610901004;06450;06109
0611001001;06970;06110
0611101001;06715;06111
0611201001;06442;06112
0611301001;06225;06113
0611301002;06225;06113
0611301003;06225;06113
0611401001;06657;06114
0611501001;06190;06115
0611501002;06190;06115
0611601001;06174;06116
0611602001;06174;06116
0611701001;06175;06117
0611701001;06275;06117
0611702001;06175;06117
0611801001;06655;06118
0611901001;06893;06119
0612001001;06410;06120
0612001002;06410;06120
0612001003;06410;06120
0612101001;06150;06121
0612101002;06150;06121
0612102001;06150;06121
0612201001;06230;06122
0612201002;06230;06122
0612202001;06230;06122
0612202002;06230;06122
0612203001;06230;06122
0612203002;06230;06122
0612301001;06500;06123
0612301002;06500;06123
0612302001;06500;06123
0612303001;06500;06123
0612401001;06270;06124
0612402001;06270;06124
0612501001;06650;06125
0612502001;06650;06125
0612601001;06209;06126
0612601002;06209;06126
0612601002;06196;06126
0612601002;06198;06126
0612701001;06640;06127
0612701002;06640;06127
0612701003;06640;06127
0612701003;06650;06127
0612801001;06140;06128
0612801002;06140;06128
0612801003;06140;06128
0612801004;06140;06128
0612901001;06133;06129
0613001001;06658;06130
0613101001;06172;06131
0613201001;06880;06132
0613301001;06210;06133
0613401001;06909;06134
0613501001;06892;06135
0613601001;06290;06136
0613601002;06290;06136
0613701001;06689;06137
0613801001;06474;06138
0613901001;06444;06139
0614001001;06134;06140
0614101001;06330;06141
0614101002;06330;06141
0614201001;06378;06142
0614301001;06130;06143
0614302001;06130;06143
0614302002;06130;06143
0614401001;06927;06144
0614501001;06890;06145
0614601001;06458;06146
0614701001;06177;06147
0614801001;06178;06148
0614901001;06220;06149
0614901002;06220;06149
0614902001;06220;06149
0614902002;06220;06149
0614902003;06220;06149
0614903001;06220;06149
0614903002;06220;06149
0614903003;06220;06149
0614904001;06220;06149
0614904002;06220;06149
0615001001;06950;06150
0615101001;06473;06151
0615201001;06208;06152
0615201002;06208;06152
0615301001;06700;06153
0615301002;06700;06153
0615301003;06700;06153
0615301004;06700;06153
0615302001;06700;06153
0615302002;06700;06153
0615302003;06700;06153
0615302004;06700;06153
0615302004;06712;06153
0615302005;06700;06153
0615303001;06700;06153
0615303002;06700;06153
0615303003;06700;06153
0615303004;06700;06153
0615303005;06700;06153
0615304001;06710;06153
0615304002;06720;06153
0615304002;06718;06153
0615304003;06720;06153
0615304004;06712;06153
0615401001;06110;06154
0615401002;06110;06154
0615401003;06110;06154
0615501001;06192;06155
0615501002;06192;06155
0615601001;06716;06156
0615601001;06717;06156
0615701001;06678;06157
0615801001;06300;06158
0615801002;06300;06158
0615801003;06300;06158
0615801004;06300;06158
0615801005;06300;06158
0615801006;06300;06158
0615802001;06300;06158
0615802002;06300;06158
0615802003;06300;06158
0615802004;06300;06158
0615802005;06300;06158
0615901001;06129;06159
0615902001;06129;06159
0616001001;06430;06160
0616001002;06430;06160
0616001002;06442;06160
0616001003;06430;06160
0616101001;06611;06161
0616201001;06830;06162
0616201002;06830;06162
0616201003;06830;06162
0690101001;06185;06901
0690101002;06185;06901
0690201001;06184;06902
0690301001;06186;06903
0690301002;06186;06903
0700101001;07340;07001
0700101002;07340;07001
0700102001;07340;07001
0700201001;07730;07002
0700201002;07730;07002
0700202001;07730;07002
0700202002;07730;07002
0700202003;07730;07002
0700301001;07400;07003
0700301002;07400;07003
0700301003;07400;07003
0700301004;07400;07003
0700302001;07400;07003
0700303001;07400;07003
0700303002;07400;07003
0700303003;07400;07003
0700304001;07400;07003
0700304002;07400;07003
0700304003;07400;07003
0700401001;07210;07004
0700401002;07210;07004
0700402001;07220;07004
0700402001;07210;07004
0700402001;07629;07004
0700501001;07150;07005
0700501002;07150;07005
0700501003;07150;07005
0700502001;07160;07005
0700502001;07157;07005
0700503001;07159;07005
0700601001;07570;07006
0700601001;07579;07006
0700601002;07570;07006
0700601003;07570;07006
0700602001;07570;07006
0700602002;07570;07006
0700701001;07191;07007
0700701001;07190;07007
0700801001;07350;07008
0700801002;07350;07008
0700802001;07350;07008
0700802002;07350;07008
0700802003;07350;07008
0700901001;07311;07009
0701001001;07110;07010
0701001001;07193;07010
0701001001;07349;07010
0701001002;07193;07010
0701002001;07110;07010
0701002001;07193;07010
0701101001;07184;07011
0701101002;07196;07011
0701101003;07184;07011
0701102001;07181;07011
0701102002;07181;07011
0701102003;07181;07011
0701102004;07181;07011
0701103001;07181;07011
0701103002;07181;07011
0701103003;07181;07011
0701103004;07181;07011
0701103005;07181;07011
0701103006;07181;07011
0701104001;07181;07011
0701104002;07181;07011
0701104003;07181;07011
0701104003;07180;07011
0701104004;07181;07011
0701105001;07180;07011
0701105002;07183;07011
0701105002;07180;07011
0701105003;07180;07011
0701105004;07180;07011
0701105005;07180;07011
0701105006;07183;07011
0701105006;07180;07011
0701106001;07160;07011
0701106002;07160;07011
0701201001;07310;07012
0701202001;07310;07012
0701301001;07630;07013
0701301002;07630;07013
0701302001;07630;07013
0701302002;07630;07013
0701302002;07639;07013
0701302003;07630;07013
0701401001;07590;07014
0701401001;07580;07014
0701401001;07589;07014
0701401002;07580;07014
0701401002;07590;07014
0701401002;07589;07014
0701401003;07590;07014
0701401003;07589;07014
0701401004;07590;07014
0701401005;07590;07014
0701401006;07590;07014
0701501001;07760;07015
0701501002;07760;07015
0701501003;07760;07015
0701501004;07760;07015
0701501004;07769;07015
0701501005;07769;07015
0701502001;07760;07015
0701502002;07769;07015
0701502002;07750;07015
0701502002;07760;07015
0701502003;07760;07015
0701502004;07760;07015
0701503001;07760;07015
0701503002;07760;07015
0701503002;07769;07015
0701503003;07760;07015
0701504001;07760;07015
0701504002;07760;07015
0701504002;07769;07015
0701504003;07760;07015
0701504004;07769;07015
0701504004;07760;07015
0701601001;07330;07016
0701601002;07330;07016
0701601003;07330;07016
0701701001;07144;07017
0701801001;07179;07018
0701901001;07315;07019
0702001001;07190;07020
0702001002;07190;07020
0702001003;07190;07020
0702101001;07192;07021
0702201001;07200;07022
0702201002;07200;07022
0702201002;07209;07022
0702202001;07200;07022
0702202002;07200;07022
0702202003;07208;07022
0702202003;07200;07022
0702203001;07200;07022
0702203001;07208;07022
0702203002;07200;07022
0702203002;07209;07022
0702204001;07208;07022
0702204002;07669;07022
0702204003;07670;07022
0702204004;07670;07022
0702301001;07750;07023
0702301002;07750;07023
0702301003;07750;07023
0702401001;07860;07024
0702401001;07870;07024
0702401002;07860;07024
0702401003;07860;07024
0702402001;07871;07024
0702402002;07871;07024
0702403001;07872;07024
0702501001;07109;07025
0702602001;07800;07026
0702603001;07800;07026
0702603002;07800;07026
0702603003;07800;07026
0702604001;07800;07026
0702604002;07800;07026
0702604003;07800;07026
0702604004;07800;07026
0702604005;07800;07026
0702604006;07800;07026
0702604007;07800;07026
0702604008;07800;07026
0702604009;07800;07026
0702604010;07800;07026
0702604011;07800;07026
0702604012;07800;07026
0702604013;07800;07026
0702604014;07800;07026
0702604015;07800;07026
0702604016;07800;07026
0702604017;07800;07026
0702604018;07800;07026
0702604019;07800;07026
0702604020;07800;07026
0702604021;07800;07026
0702604022;07800;07026
0702604023;07800;07026
0702604024;07800;07026
0702701001;07300;07027
0702701002;07300;07027
0702701003;07300;07027
0702701004;07300;07027
0702701005;07300;07027
0702701006;07300;07027
0702702001;07300;07027
0702702002;07300;07027
0702702003;07300;07027
0702702004;07300;07027
0702702005;07300;07027
0702702006;07300;07027
0702702007;07300;07027
0702703001;07300;07027
0702703002;07300;07027
0702703003;07300;07027
0702703004;07300;07027
0702703005;07300;07027
0702801001;07518;07028
0702901001;07360;07029
0702901002;07360;07029
0702902001;07360;07029
0702902002;07360;07029
0703001001;07430;07030
0703002001;07430;07030
0703101001;07620;07031
0703101002;07620;07031
0703101003;07620;07031
0703102001;07620;07031
0703102002;07620;07031
0703103001;07620;07031
0703103002;07620;07031
0703103003;07639;07031
0703103003;07620;07031
0703104001;07620;07031
0703104002;07620;07031
0703104003;07600;07031
0703104004;07600;07031
0703104005;07600;07031
0703104006;07600;07031
0703104007;07609;07031
0703104008;07600;07031
0703104008;07609;07031
0703104009;07600;07031
0703104010;07639;07031
0703104010;07609;07031
0703104011;07609;07031
0703104012;07609;07031
0703104013;07609;07031
0703104014;07609;07031
0703105001;07600;07031
0703201001;07703;07032
0703201001;07701;07032
0703201001;07702;07032
0703201002;07703;07032
0703201002;07702;07032
0703201002;07701;07032
0703202001;07702;07032
0703202001;07703;07032
0703202002;07702;07032
0703202003;07702;07032
0703202004;07702;07032
0703203001;07701;07032
0703203001;07703;07032
0703203002;07701;07032
0703203002;07702;07032
0703203002;07703;07032
0703203003;07712;07032
0703203003;07714;07032
0703203003;07701;07032
0703203003;07703;07032
0703203004;07702;07032
0703203004;07703;07032
0703203005;07701;07032
0703203005;07703;07032
0703203006;07703;07032
0703203006;07712;07032
0703203007;07701;07032
0703203007;07703;07032
0703203007;07714;07032
0703204001;07701;07032
0703204001;07702;07032
0703204002;07701;07032
0703204002;07702;07032
0703205001;07700;07032
0703205001;07701;07032
0703205001;07703;07032
0703301001;07500;07033
0703301002;07500;07033
0703301003;07500;07033
0703301004;07680;07033
0703301004;07500;07033
0703302001;07500;07033
0703302002;07500;07033
0703302003;07500;07033
0703302004;07500;07033
0703303001;07500;07033
0703303002;07500;07033
0703303003;07500;07033
0703303004;07500;07033
0703303005;07500;07033
0703304001;07500;07033
0703304002;07500;07033
0703304003;07500;07033
0703304004;07500;07033
0703305001;07680;07033
0703305002;07680;07033
0703305003;07680;07033
0703305004;07680;07033
0703306001;07687;07033
0703307001;07509;07033
0703307002;07688;07033
0703307002;07689;07033
0703401001;07312;07034
0703501001;07519;07035
0703502001;07519;07035
0703601001;07141;07036
0703601002;07141;07036
0703601003;07141;07036
0703601004;07141;07036
0703601005;07141;07036
0703601006;07141;07036
0703601007;07141;07036
0703602001;07141;07036
0703602002;07141;07036
0703602003;07141;07036
0703602004;07141;07036
0703602005;07141;07036
0703602006;07141;07036
0703602007;07141;07036
0703602008;07141;07036
0703602009;07141;07036
0703602010;07141;07036
0703602011;07141;07036
0703602012;07141;07036
0703602013;07141;07036
0703602014;07141;07036
0703602015;07141;07036
0703602016;07141;07036
0703701001;07740;07037
0703701002;07740;07037
0703701002;07730;07037
0703701003;07748;07037
0703701003;07740;07037
0703801001;07230;07038
0703802001;07230;07038
0703901001;07440;07039
0703901002;07440;07039
0703901002;07458;07039
0703902001;07440;07039
0703902002;07440;07039
0704001001;07001;07040
0704001001;07002;07040
0704001002;07001;07040
0704001002;07012;07040
0704001003;07001;07040
0704001004;07001;07040
0704001005;07002;07040
0704001005;07001;07040
0704001006;07002;07040
0704001006;07001;07040
0704001006;07006;07040
0704001007;07002;07040
0704001007;07001;07040
0704001008;07002;07040
0704001008;07001;07040
0704001009;07002;07040
0704001010;07002;07040
0704001010;07004;07040
0704001011;07003;07040
0704001011;07002;07040
0704001012;07003;07040
0704001012;07002;07040
0704001013;07003;07040
0704001013;07012;07040
0704001013;07001;07040
0704001014;07003;07040
0704001014;07012;07040
0704001015;07012;07040
0704001016;07012;07040
0704001017;07012;07040
0704001018;07012;07040
0704001019;07012;07040
0704002001;07011;07040
0704002002;07011;07040
0704002003;07014;07040
0704002004;07014;07040
0704002005;07014;07040
0704002006;07014;07040
0704002007;07014;07040
0704002007;07015;07040
0704002008;07014;07040
0704002008;07015;07040
0704002008;07012;07040
0704002009;07015;07040
0704002009;07014;07040
0704002010;07015;07040
0704002011;07015;07040
0704002012;07015;07040
0704002012;07014;07040
0704002013;07015;07040
0704002013;07014;07040
0704002014;07015;07040
0704002015;07015;07040
0704002016;07015;07040
0704002017;07015;07040
0704002017;07014;07040
0704002018;07015;07040
0704002019;07013;07040
0704002019;07011;07040
0704002020;07013;07040
0704002021;07014;07040
0704002021;07013;07040
0704002022;07013;07040
0704002022;07014;07040
0704002023;07013;07040
0704002023;07014;07040
0704002024;07013;07040
0704002024;07014;07040
0704002025;07014;07040
0704002025;07013;07040
0704002026;07014;07040
0704002027;07014;07040
0704002028;07014;07040
0704002028;07013;07040
0704002029;07014;07040
0704002029;07013;07040
0704002030;07013;07040
0704002030;07011;07040
0704002030;07014;07040
0704002031;07013;07040
0704002032;07013;07040
0704002032;07011;07040
0704002033;07011;07040
0704002033;07013;07040
0704002034;07011;07040
0704002034;07013;07040
0704002035;07011;07040
0704002036;07011;07040
0704002037;07011;07040
0704002038;07011;07040
0704002039;07013;07040
0704002039;07011;07040
0704002040;07011;07040
0704002041;07011;07040
0704002042;07011;07040
0704002043;07011;07040
0704002044;07011;07040
0704002045;07013;07040
0704002045;07011;07040
0704002046;07013;07040
0704002047;07013;07040
0704002048;07013;07040
0704002048;07011;07040
0704002049;07011;07040
0704002049;07013;07040
0704002050;07011;07040
0704002051;07011;07040
0704002052;07011;07040
0704002053;07011;07040
0704002054;07011;07040
0704002055;07011;07040
0704002056;07013;07040
0704002056;07011;07040
0704002057;07013;07040
0704002057;07014;07040
0704002058;07014;07040
0704002058;07013;07040
0704002058;07015;07040
0704002059;07013;07040
0704002059;07011;07040
0704002060;07013;07040
0704002060;07011;07040
0704002061;07013;07040
0704002062;07011;07040
0704002062;07013;07040
0704002063;07013;07040
0704002063;07011;07040
0704002063;07014;07040
0704002063;07012;07040
0704002064;07011;07040
0704002065;07011;07040
0704002066;07011;07040
0704002066;07010;07040
0704002067;07014;07040
0704002067;07015;07040
0704002068;07013;07040
0704002068;07011;07040
0704002069;07013;07040
0704002069;07011;07040
0704002070;07011;07040
0704002070;07013;07040
0704003001;07004;07040
0704003002;07004;07040
0704003003;07004;07040
0704003004;07003;07040
0704003005;07003;07040
0704003005;07012;07040
0704003006;07003;07040
0704003007;07003;07040
0704003008;07003;07040
0704003009;07003;07040
0704003010;07010;07040
0704003010;07003;07040
0704003011;07003;07040
0704003011;07010;07040
0704003011;07004;07040
0704003012;07004;07040
0704003012;07005;07040
0704003013;07004;07040
0704003014;07004;07040
0704003015;07004;07040
0704003015;07010;07040
0704003016;07010;07040
0704003017;07004;07040
0704003018;07004;07040
0704003019;07004;07040
0704003020;07004;07040
0704003021;07004;07040
0704003022;07004;07040
0704003023;07010;07040
0704003024;07010;07040
0704003024;07004;07040
0704003024;07120;07040
0704003025;07010;07040
0704003026;07010;07040
0704003027;07004;07040
0704003027;07010;07040
0704003028;07010;07040
0704003029;07004;07040
0704003029;07010;07040
0704003030;07010;07040
0704003031;07010;07040
0704003031;07003;07040
0704003032;07010;07040
0704003033;07010;07040
0704003034;07010;07040
0704003035;07010;07040
0704003036;07010;07040
0704003037;07010;07040
0704003037;07120;07040
0704003038;07120;07040
0704003039;07120;07040
0704003040;07009;07040
0704003041;07009;07040
0704003042;07004;07040
0704003043;07010;07040
0704003044;07004;07040
0704003045;07004;07040
0704003046;07004;07040
0704003047;07010;07040
0704003048;07010;07040
0704003049;07009;07040
0704003049;07120;07040
0704003050;07004;07040
0704003051;07010;07040
0704003052;07004;07040
0704003052;07005;07040
0704003053;07010;07040
0704003054;07010;07040
0704003055;07010;07040
0704004001;07002;07040
0704004001;07005;07040
0704004002;07005;07040
0704004003;07005;07040
0704004004;07002;07040
0704004004;07006;07040
0704004004;07005;07040
0704004005;07006;07040
0704004005;07005;07040
0704004006;07006;07040
0704004006;07005;07040
0704004007;07005;07040
0704004008;07005;07040
0704004008;07007;07040
0704004009;07005;07040
0704004010;07007;07040
0704004010;07005;07040
0704004011;07005;07040
0704004011;07007;07040
0704004012;07007;07040
0704004012;07005;07040
0704004012;07008;07040
0704004013;07007;07040
0704004014;07007;07040
0704004015;07007;07040
0704004016;07008;07040
0704004016;07007;07040
0704004017;07007;07040
0704004017;07008;07040
0704004018;07008;07040
0704004019;07008;07040
0704004020;07008;07040
0704004020;07007;07040
0704004021;07008;07040
0704004022;07008;07040
0704004023;07008;07040
0704004024;07008;07040
0704004026;07008;07040
0704004027;07008;07040
0704004028;07005;07040
0704004028;07008;07040
0704004029;07005;07040
0704004029;07008;07040
0704004030;07008;07040
0704004031;07005;07040
0704004032;07005;07040
0704004033;07005;07040
0704004034;07005;07040
0704004035;07008;07040
0704004036;07005;07040
0704004037;07008;07040
0704004038;07008;07040
0704004039;07008;07040
0704004039;07007;07040
0704004040;07008;07040
0704004041;07008;07040
0704004042;07008;07040
0704004043;07008;07040
0704004043;07009;07040
0704004044;07008;07040
0704004045;07009;07040
0704004046;07009;07040
0704004047;07009;07040
0704004049;07009;07040
0704004050;07009;07040
0704004051;07008;07040
0704004052;07008;07040
0704004053;07008;07040
0704004054;07008;07040
0704004055;07008;07040
0704004055;07009;07040
0704004056;07006;07040
0704004057;07006;07040
0704004058;07006;07040
0704004059;07006;07040
0704004060;07006;07040
0704004061;07006;07040
0704004062;07006;07040
0704004062;07007;07040
0704004063;07007;07040
0704004064;07007;07040
0704004065;07007;07040
0704004066;07007;07040
0704004067;07006;07040
0704004068;07007;07040
0704004068;07008;07040
0704004069;07007;07040
0704004069;07008;07040
0704004070;07007;07040
0704004071;07007;07040
0704004072;07006;07040
0704004073;07006;07040
0704004074;07600;07040
0704004074;07608;07040
0704004075;07198;07040
0704004076;07198;07040
0704004077;07198;07040
0704004078;07610;07040
0704004078;07007;07040
0704004078;07198;07040
0704004078;07199;07040
0704004078;07120;07040
0704004078;07071;07040
0704004079;07199;07040
0704004079;07198;07040
0704004080;07199;07040
0704004081;07199;07040
0704004082;07198;07040
0704004083;07199;07040
0704004084;07005;07040
0704004084;07002;07040
0704004084;07004;07040
0704004085;07008;07040
0704004086;07008;07040
0704004087;07008;07040
0704004087;07007;07040
0704004088;07008;07040
0704005001;07006;07040
0704005002;07007;07040
0704005002;07006;07040
0704005003;07007;07040
0704005004;07007;07040
0704005005;07007;07040
0704005006;07007;07040
0704005007;07006;07040
0704005008;07007;07040
0704005008;07006;07040
0704005009;07610;07040
0704005010;07610;07040
0704005010;07007;07040
0704005011;07600;07040
0704005011;07610;07040
0704005011;07608;07040
0704005012;07600;07040
0704005013;07600;07040
0704005013;07608;07040
0704005014;07600;07040
0704005015;07006;07040
0704005016;07006;07040
0704005017;07007;07040
0704005018;07007;07040
0704005019;07610;07040
0704005020;07610;07040
0704005021;07610;07040
0704005022;07007;07040
0704101001;07520;07041
0704102001;07520;07041
0704201001;07460;07042
0704201002;07460;07042
0704202001;07469;07042
0704202001;07460;07042
0704203001;07460;07042
0704203002;07470;07042
0704203003;07470;07042
0704203004;07470;07042
0704204001;07460;07042
0704301001;07260;07043
0704301002;07260;07043
0704302001;07260;07043
0704302002;07260;07043
0704401001;07420;07044
0704402001;07420;07044
0704403001;07420;07044
0704403002;07420;07044
0704404001;07420;07044
0704404002;07420;07044
0704501001;07195;07045
0704501001;07194;07045
0704601001;07820;07046
0704601002;07820;07046
0704601003;07820;07046
0704601004;07820;07046
0704601005;07820;07046
0704601006;07820;07046
0704601007;07820;07046
0704601008;07820;07046
0704601009;07820;07046
0704601010;07820;07046
0704602001;07816;07046
0704602001;07800;07046
0704602002;07816;07046
0704602002;07828;07046
0704701001;07140;07047
0704701001;07144;07047
0704701001;07511;07047
0704702001;07140;07047
0704702001;07143;07047
0704801001;07830;07048
0704801001;07839;07048
0704801002;07829;07048
0704801002;07839;07048
0704801003;07829;07048
0704801003;07839;07048
0704801004;07829;07048
0704801004;07839;07048
0704801005;07830;07048
0704801005;07839;07048
0704801006;07829;07048
0704801007;07829;07048
0704802001;07817;07048
0704802002;07817;07048
0704802003;07817;07048
0704802004;07817;07048
0704802005;07818;07048
0704802006;07817;07048
0704901001;07240;07049
0704901001;07720;07049
0704902001;07240;07049
0705001001;07810;07050
0705001001;07811;07050
0705001002;07815;07050
0705001003;07812;07050
0705101001;07530;07051
0705101002;07530;07051
0705102001;07540;07051
0705102002;07560;07051
0705102003;07687;07051
0705102003;07560;07051
0705201001;07710;07052
0705201002;07710;07052
0705202001;07713;07052
0705202001;07711;07052
0705202001;07710;07052
0705202002;07713;07052
0705202002;07711;07052
0705301001;07142;07053
0705401001;07840;07054
0705401002;07849;07054
0705401003;07840;07054
0705401003;07849;07054
0705401004;07840;07054
0705401005;07840;07054
0705401006;07840;07054
0705401007;07849;07054
0705401007;07840;07054
0705401008;07849;07054
0705401008;07840;07054
0705401009;07840;07054
0705402001;07850;07054
0705402001;07849;07054
0705402002;07850;07054
0705403001;07814;07054
0705404001;07819;07054
0705404002;07819;07054
0705404003;07819;07054
0705405001;07800;07054
0705405002;07800;07054
0705405002;07819;07054
0705405003;07800;07054
0705501001;07450;07055
0705501002;07450;07055
0705502001;07450;07055
0705502002;07458;07055
0705502002;07450;07055
0705502002;07459;07055
0705502003;07458;07055
0705502004;07458;07055
0705502004;07450;07055
0705502005;07458;07055
0705601001;07320;07056
0705601002;07320;07056
0705602001;07320;07056
0705602002;07320;07056
0705701001;07690;07057
0705701001;07650;07057
0705701001;07850;07057
0705701002;07659;07057
0705701002;07650;07057
0705701002;07690;07057
0705701003;07669;07057
0705701003;07660;07057
0705701004;07691;07057
0705701004;07961;07057
0705701005;07660;07057
0705701005;07760;07057
0705701006;07660;07057
0705702001;07650;07057
0705702001;07690;07057
0705702002;07650;07057
0705702002;07560;07057
0705702002;07659;07057
0705702002;07690;07057
0705801001;07313;07058
0705801002;07316;07058
0705801002;07369;07058
0705802001;07314;07058
0705901001;07640;07059
0705901002;07638;07059
0705901002;07640;07059
0706001001;07510;07060
0706002001;07510;07060
0706101001;07100;07061
0706101002;07100;07061
0706101003;07100;07061
0706102001;07100;07061
0706102001;07101;07061
0706102002;07100;07061
0706102003;07100;07061
0706102004;07101;07061
0706102004;07100;07061
0706103001;07100;07061
0706103002;07108;07061
0706103002;07100;07061
0706103002;07179;07061
0706201001;07550;07062
0706201001;07750;07062
0706201002;07560;07062
0706201003;07559;07062
0706201003;07550;07062
0706201003;07590;07062
0706201004;07560;07062
0706201005;07560;07062
0706202001;07550;07062
0706202001;07560;07062
0706301001;07170;07063
0706301001;07190;07063
0706401001;07720;07064
0706401002;07720;07064
0706401003;07720;07064
0706401004;07720;07064
0706401005;07720;07064
0706501001;07250;07065
0706502001;07250;07065
0790101001;07529;07901
0790101001;07259;07901
0790201001;07749;07902
0800101001;08630;08001
0800101002;08630;08001
0800101003;08630;08001
0800101004;08630;08001
0800101005;08630;08001
0800101007;08630;08001
0800101008;08630;08001
0800201001;08256;08002
0800301001;08328;08003
0800301002;08328;08003
0800301003;08328;08003
0800301004;08328;08003
0800401001;08587;08004
0800501001;08480;08005
0800501002;08480;08005
0800501003;08480;08005
0800501004;08480;08005
0800501005;08480;08005
0800601001;08350;08006
0800601002;08350;08006
0800601003;08350;08006
0800601004;08350;08006
0800602001;08350;08006
0800602002;08350;08006
0800602003;08350;08006
0800602004;08350;08006
0800602005;08350;08006
0800701001;08358;08007
0800701002;08358;08007
0800702001;08358;08007
0800702002;08358;08007
0800801001;08717;08008
0800901001;08310;08009
0800901002;08310;08009
0800901003;08310;08009
0800901004;08310;08009
0800901005;08310;08009
0800901006;08310;08009
0800902001;08310;08009
0800902002;08310;08009
0800902003;08310;08009
0801001001;08271;08010
0801002001;08271;08010
0801002002;08271;08010
0801002003;08271;08010
0801101001;08610;08011
0801201001;08279;08012
0801301001;08734;08013
0801301001;08793;08013
0801301001;08798;08013
0801401001;08591;08014
0801501001;08912;08015
0801501002;08911;08015
0801501003;08911;08015
0801501004;08911;08015
0801501005;08912;08015
0801501007;08911;08015
0801502001;08912;08015
0801502002;08912;08015
0801502003;08911;08015
0801502004;08911;08015
0801502005;08917;08015
0801502007;08917;08015
0801502008;08911;08015
0801502008;08917;08015
0801502009;08917;08015
0801502010;08917;08015
0801502011;08917;08015
